,Articles / class,Split (%),Train data / class,Test data / class,Amount of words,RemoveUnfrequent,Unfrequency,RemoveTopFrequents,UseStemmer,StartingArticleIndex,FinanceSucces,FinanceSucces (%),SportsSucces,SportsSucces (%),TechnologySucces,TechnologySucces (%),EntertainmentSucces,EntertainmentSucces (%),Total Succes (%),Total succes (%) with point,,
656,2000.0,80.0,1600.0,400.0,34480,1.0,1.0,0.0,0.0,0.0,269,"67,25",362,"90,5",250,"62,5",270,"67,5","71,9375",71.9375,"71.9375,68.4375,70.5625,68.4375,69.84375,70.25,68.125","4,383789063"
657,2000.0,80.0,1600.0,400.0,34372,1.0,1.0,0.0,0.0,2000.0,270,"67,5",363,"90,75",227,"56,75",235,"58,75","68,4375",68.4375,,"1,977539063"
658,2000.0,80.0,1600.0,400.0,34063,1.0,1.0,0.0,0.0,4000.0,268,67,358,"89,5",240,60,263,"65,75","70,5625",70.5625,,"0,5166015625"
659,2000.0,80.0,1600.0,400.0,33586,1.0,1.0,0.0,0.0,6000.0,262,"65,5",370,"92,5",215,"53,75",248,62,"68,4375",68.4375,"1,487906982","1,977539063"
575,2000.0,80.0,1600.0,400.0,"34125,25",34125.25,,,,,"267,25","66,8125","363,25","90,8125",233,"58,25",254,"63,5","69,84375",69.84375,,
660,2000.0,80.0,1600.0,400.0,23841,1.0,1.0,0.0,1.0,0.0,267,"66,75",353,"88,25",251,"62,75",253,"63,25","70,25",70.25,"70.25,68.125,69.875,68,69.0625","1,41015625"
661,2000.0,80.0,1600.0,400.0,23851,1.0,1.0,0.0,1.0,2000.0,268,67,363,"90,75",231,"57,75",228,57,"68,125",68.125,,"0,87890625"
662,2000.0,80.0,1600.0,400.0,23649,1.0,1.0,0.0,1.0,4000.0,271,"67,75",354,"88,5",234,"58,5",259,"64,75","69,875",69.875,,"0,66015625"
663,2000.0,80.0,1600.0,400.0,23323,1.0,1.0,0.0,1.0,6000.0,256,64,361,"90,25",224,56,247,"61,75",68,68,"1,009718401","1,12890625"
575,2000.0,80.0,1600.0,400.0,23666,23666,,,,,"265,5","66,375","357,75","89,4375",235,"58,75","246,75","61,6875","69,0625",69.0625,,
