,Articles / class,Split (%),Train data / class,Test data / class,Amount of words,RemoveUnfrequent,Unfrequency,RemoveTopFrequents,UseStemmer,StartingArticleIndex,FinanceSucces,FinanceSucces (%),SportsSucces,SportsSucces (%),TechnologySucces,TechnologySucces (%),EntertainmentSucces,EntertainmentSucces (%),Total Succes (%),Total succes (%) with point,,
183,100.0,80.0,80.0,20.0,13999,0.0,1.0,0.0,0.0,1500.0,6,30,14,70,11,55,13,65,55,55,,"36,75390625"
184,100.0,80.0,80.0,20.0,14794,0.0,1.0,0.0,0.0,1600.0,10,50,18,90,12,60,4,20,55,55,,"36,75390625"
185,100.0,80.0,80.0,20.0,14161,0.0,1.0,0.0,0.0,1700.0,10,50,19,95,12,60,12,60,"66,25",66.25,,"26,91015625"
186,100.0,80.0,80.0,20.0,13670,0.0,1.0,0.0,0.0,1800.0,11,55,18,90,9,45,8,40,"57,5",57.5,,"12,69140625"
187,100.0,80.0,80.0,20.0,13587,0.0,1.0,0.0,0.0,1900.0,11,55,18,90,8,40,8,40,"56,25",56.25,"7,482009673","23,16015625"
188,100.0,80.0,80.0,20.0,"13906,15",13906.15,,,,,"10,8",54,"17,9","89,5","10,55","52,75","9,6",48,"61,0625",61.0625,,
189,100.0,80.0,80.0,20.0,9414,0.0,1.0,0.0,1.0,0.0,9,45,19,95,7,35,11,55,"57,5",57.5,"57.5,50,63.75,70,63.75,66.25,57.5,70,62.5,73.75,70,73.75,67.5,52.5,61.25,57.5,62.5,63.75,61.25,63.75","35,25390625"
190,100.0,80.0,80.0,20.0,9749,0.0,1.0,0.0,1.0,100.0,11,55,17,85,7,35,5,25,50,50,,"180,5664062"
191,100.0,80.0,80.0,20.0,10222,0.0,1.0,0.0,1.0,200.0,14,70,18,90,10,50,9,45,"63,75",63.75,,"0,09765625"
192,100.0,80.0,80.0,20.0,10005,0.0,1.0,0.0,1.0,300.0,15,75,17,85,10,50,14,70,70,70,,"43,06640625"
193,100.0,80.0,80.0,20.0,9495,0.0,1.0,0.0,1.0,400.0,12,60,20,100,10,50,9,45,"63,75",63.75,,"0,09765625"
194,100.0,80.0,80.0,20.0,10155,0.0,1.0,0.0,1.0,500.0,14,70,19,95,11,55,9,45,"66,25",66.25,,"7,91015625"
195,100.0,80.0,80.0,20.0,9938,0.0,1.0,0.0,1.0,600.0,9,45,19,95,12,60,6,30,"57,5",57.5,,"35,25390625"
196,100.0,80.0,80.0,20.0,10163,0.0,1.0,0.0,1.0,700.0,11,55,18,90,12,60,15,75,70,70,,"43,06640625"
197,100.0,80.0,80.0,20.0,10310,0.0,1.0,0.0,1.0,800.0,8,40,17,85,13,65,12,60,"62,5",62.5,,"0,87890625"
198,100.0,80.0,80.0,20.0,9162,0.0,1.0,0.0,1.0,900.0,11,55,20,100,13,65,15,75,"73,75",73.75,,"106,3476563"
199,100.0,80.0,80.0,20.0,10131,0.0,1.0,0.0,1.0,1000.0,17,85,15,75,9,45,15,75,70,70,,"43,06640625"
200,100.0,80.0,80.0,20.0,9799,0.0,1.0,0.0,1.0,1100.0,13,65,11,55,17,85,18,90,"73,75",73.75,,"106,3476563"
201,100.0,80.0,80.0,20.0,9294,0.0,1.0,0.0,1.0,1200.0,14,70,17,85,13,65,10,50,"67,5",67.5,,"16,50390625"
202,100.0,80.0,80.0,20.0,9908,0.0,1.0,0.0,1.0,1300.0,11,55,19,95,9,45,3,15,"52,5",52.5,,"119,6289063"
203,100.0,80.0,80.0,20.0,10054,0.0,1.0,0.0,1.0,1400.0,9,45,18,90,13,65,9,45,"61,25",61.25,,"4,78515625"
204,100.0,80.0,80.0,20.0,9928,0.0,1.0,0.0,1.0,1500.0,7,35,16,80,11,55,12,60,"57,5",57.5,,"35,25390625"
205,100.0,80.0,80.0,20.0,10505,0.0,1.0,0.0,1.0,1600.0,10,50,18,90,15,75,7,35,"62,5",62.5,,"0,87890625"
206,100.0,80.0,80.0,20.0,10045,0.0,1.0,0.0,1.0,1700.0,10,50,19,95,12,60,10,50,"63,75",63.75,,"0,09765625"
207,100.0,80.0,80.0,20.0,9697,0.0,1.0,0.0,1.0,1800.0,13,65,18,90,10,50,8,40,"61,25",61.25,,"4,78515625"
208,100.0,80.0,80.0,20.0,9617,0.0,1.0,0.0,1.0,1900.0,13,65,18,90,9,45,11,55,"63,75",63.75,"6,260927946","0,09765625"
209,100.0,80.0,80.0,20.0,"9879,55",9879.55,,,,,"11,55","57,75","17,65","88,25","11,15","55,75","10,4",52,"63,4375",63.4375,,
210,100.0,80.0,80.0,20.0,5988,1.0,1.0,0.0,0.0,0.0,6,30,19,95,7,35,13,65,"56,25",56.25,"56.25,45,62.5,67.5,55,68.75,55,62.5,61.25,70,63.75,70,61.25,51.25,60,53.75,57.5,61.25,57.5,56.25","12,69140625"
211,100.0,80.0,80.0,20.0,6216,1.0,1.0,0.0,0.0,100.0,9,45,18,90,5,25,4,20,45,45,,"219,4101562"
212,100.0,80.0,80.0,20.0,6770,1.0,1.0,0.0,0.0,200.0,13,65,19,95,10,50,8,40,"62,5",62.5,,"7,22265625"
213,100.0,80.0,80.0,20.0,6246,1.0,1.0,0.0,0.0,300.0,15,75,17,85,9,45,13,65,"67,5",67.5,,"59,09765625"
214,100.0,80.0,80.0,20.0,5971,1.0,1.0,0.0,0.0,400.0,10,50,20,100,7,35,7,35,55,55,,"23,16015625"
215,100.0,80.0,80.0,20.0,6292,1.0,1.0,0.0,0.0,500.0,13,65,19,95,12,60,11,55,"68,75",68.75,,"79,87890625"
216,100.0,80.0,80.0,20.0,6266,1.0,1.0,0.0,0.0,600.0,8,40,19,95,12,60,5,25,55,55,,"23,16015625"
217,100.0,80.0,80.0,20.0,6387,1.0,1.0,0.0,0.0,700.0,8,40,19,95,11,55,12,60,"62,5",62.5,,"7,22265625"
218,100.0,80.0,80.0,20.0,6515,1.0,1.0,0.0,0.0,800.0,9,45,18,90,10,50,12,60,"61,25",61.25,,"2,06640625"
219,100.0,80.0,80.0,20.0,6213,1.0,1.0,0.0,0.0,900.0,12,60,20,100,11,55,13,65,70,70,,"103,7851563"
220,100.0,80.0,80.0,20.0,6867,1.0,1.0,0.0,0.0,1000.0,15,75,18,90,6,30,12,60,"63,75",63.75,,"15,50390625"
221,100.0,80.0,80.0,20.0,6222,1.0,1.0,0.0,0.0,1100.0,11,55,10,50,15,75,20,100,70,70,,"103,7851563"
222,100.0,80.0,80.0,20.0,5919,1.0,1.0,0.0,0.0,1200.0,11,55,17,85,10,50,11,55,"61,25",61.25,,"2,06640625"
223,100.0,80.0,80.0,20.0,6423,1.0,1.0,0.0,0.0,1300.0,11,55,19,95,8,40,3,15,"51,25",51.25,,"73,31640625"
224,100.0,80.0,80.0,20.0,6342,1.0,1.0,0.0,0.0,1400.0,8,40,19,95,12,60,9,45,60,60,,"0,03515625"
225,100.0,80.0,80.0,20.0,6585,1.0,1.0,0.0,0.0,1500.0,7,35,15,75,10,50,11,55,"53,75",53.75,,"36,75390625"
226,100.0,80.0,80.0,20.0,6570,1.0,1.0,0.0,0.0,1600.0,11,55,18,90,12,60,5,25,"57,5",57.5,,"5,34765625"
227,100.0,80.0,80.0,20.0,6384,1.0,1.0,0.0,0.0,1700.0,10,50,19,95,8,40,12,60,"61,25",61.25,,"2,06640625"
228,100.0,80.0,80.0,20.0,6236,1.0,1.0,0.0,0.0,1800.0,10,50,18,90,10,50,8,40,"57,5",57.5,,"5,34765625"
229,100.0,80.0,80.0,20.0,5945,1.0,1.0,0.0,0.0,1900.0,10,50,19,95,7,35,9,45,"56,25",56.25,"6,303210987","12,69140625"
230,100.0,80.0,80.0,20.0,"6317,85",6317.85,,,,,"10,35","51,75",18,90,"9,6",48,"9,9","49,5","59,8125",59.8125,,
231,100.0,80.0,80.0,20.0,4397,1.0,1.0,0.0,1.0,0.0,8,40,19,95,8,40,13,65,60,60,"60,45,62.5,67.5,61.25,67.5,56.25,63.75,60,75,67.5,71.25,65,50,58.75,51.25,60,65,61.25,62.5","2,44140625"
232,100.0,80.0,80.0,20.0,4564,1.0,1.0,0.0,1.0,100.0,9,45,17,85,6,30,4,20,45,45,,"274,3164063"
233,100.0,80.0,80.0,20.0,5070,1.0,1.0,0.0,1.0,200.0,13,65,18,90,10,50,9,45,"62,5",62.5,,"0,87890625"
234,100.0,80.0,80.0,20.0,4715,1.0,1.0,0.0,1.0,300.0,14,70,17,85,10,50,13,65,"67,5",67.5,,"35,25390625"
235,100.0,80.0,80.0,20.0,4403,1.0,1.0,0.0,1.0,400.0,11,55,20,100,11,55,7,35,"61,25",61.25,,"0,09765625"
236,100.0,80.0,80.0,20.0,4620,1.0,1.0,0.0,1.0,500.0,14,70,19,95,10,50,11,55,"67,5",67.5,,"35,25390625"
237,100.0,80.0,80.0,20.0,4635,1.0,1.0,0.0,1.0,600.0,8,40,19,95,13,65,5,25,"56,25",56.25,,"28,22265625"
238,100.0,80.0,80.0,20.0,4703,1.0,1.0,0.0,1.0,700.0,10,50,17,85,11,55,13,65,"63,75",63.75,,"4,78515625"
239,100.0,80.0,80.0,20.0,4722,1.0,1.0,0.0,1.0,800.0,8,40,17,85,11,55,12,60,60,60,,"2,44140625"
240,100.0,80.0,80.0,20.0,4648,1.0,1.0,0.0,1.0,900.0,13,65,20,100,13,65,14,70,75,75,,"180,5664063"
241,100.0,80.0,80.0,20.0,5009,1.0,1.0,0.0,1.0,1000.0,15,75,17,85,7,35,15,75,"67,5",67.5,,"35,25390625"
242,100.0,80.0,80.0,20.0,4680,1.0,1.0,0.0,1.0,1100.0,12,60,12,60,17,85,16,80,"71,25",71.25,,"93,84765625"
243,100.0,80.0,80.0,20.0,4360,1.0,1.0,0.0,1.0,1200.0,13,65,17,85,11,55,11,55,65,65,,"11,81640625"
244,100.0,80.0,80.0,20.0,4742,1.0,1.0,0.0,1.0,1300.0,9,45,19,95,9,45,3,15,50,50,,"133,6914063"
245,100.0,80.0,80.0,20.0,4656,1.0,1.0,0.0,1.0,1400.0,8,40,18,90,12,60,9,45,"58,75",58.75,,"7,91015625"
246,100.0,80.0,80.0,20.0,4860,1.0,1.0,0.0,1.0,1500.0,6,30,16,80,10,50,9,45,"51,25",51.25,,"106,3476563"
247,100.0,80.0,80.0,20.0,4826,1.0,1.0,0.0,1.0,1600.0,10,50,18,90,12,60,8,40,60,60,,"2,44140625"
248,100.0,80.0,80.0,20.0,4733,1.0,1.0,0.0,1.0,1700.0,9,45,19,95,10,50,14,70,65,65,,"11,81640625"
249,100.0,80.0,80.0,20.0,4588,1.0,1.0,0.0,1.0,1800.0,12,60,18,90,11,55,8,40,"61,25",61.25,,"0,09765625"
250,100.0,80.0,80.0,20.0,4414,1.0,1.0,0.0,1.0,1900.0,12,60,18,90,9,45,11,55,"62,5",62.5,"6,958302146","0,87890625"
251,100.0,80.0,80.0,20.0,"4667,25",4667.25,,,,,"10,7","53,5","17,75","88,75","10,55","52,75","10,25","51,25","61,5625",61.5625,,
252,200.0,80.0,160.0,40.0,19655,0.0,1.0,0.0,0.0,0.0,25,"62,5",38,95,14,35,15,"37,5","57,5",57.5,"57.5,64.375,66.25,66.875,60.625,73.125,67.5,61.875,61.875,58.75,71.875,61.25,62.5,60.625,63.125,68.75,58.75,68.125,72.5,53.75","42,25"
253,200.0,80.0,160.0,40.0,20750,0.0,1.0,0.0,0.0,200.0,25,"62,5",35,"87,5",22,55,21,"52,5","64,375",64.375,,"0,140625"
254,200.0,80.0,160.0,40.0,20067,0.0,1.0,0.0,0.0,400.0,28,70,35,"87,5",23,"57,5",20,50,"66,25",66.25,,"5,0625"
255,200.0,80.0,160.0,40.0,21004,0.0,1.0,0.0,0.0,600.0,25,"62,5",35,"87,5",22,55,25,"62,5","66,875",66.875,,"8,265625"
256,200.0,80.0,160.0,40.0,20686,0.0,1.0,0.0,0.0,800.0,21,"52,5",37,"92,5",20,50,19,"47,5","60,625",60.625,,"11,390625"
257,200.0,80.0,160.0,40.0,20726,0.0,1.0,0.0,0.0,1000.0,26,65,35,"87,5",30,75,26,65,"73,125",73.125,,"83,265625"
258,200.0,80.0,160.0,40.0,19668,0.0,1.0,0.0,0.0,1200.0,27,"67,5",39,"97,5",25,"62,5",17,"42,5","67,5",67.5,,"12,25"
259,200.0,80.0,160.0,40.0,20624,0.0,1.0,0.0,0.0,1400.0,19,"47,5",32,80,23,"57,5",25,"62,5","61,875",61.875,,"4,515625"
260,200.0,80.0,160.0,40.0,21046,0.0,1.0,0.0,0.0,1600.0,19,"47,5",35,"87,5",23,"57,5",22,55,"61,875",61.875,,"4,515625"
261,200.0,80.0,160.0,40.0,20133,0.0,1.0,0.0,0.0,1800.0,25,"62,5",37,"92,5",19,"47,5",13,"32,5","58,75",58.75,,"27,5625"
262,200.0,80.0,160.0,40.0,19504,0.0,1.0,0.0,0.0,2000.0,23,"57,5",39,"97,5",25,"62,5",28,70,"71,875",71.875,,"62,015625"
263,200.0,80.0,160.0,40.0,21258,0.0,1.0,0.0,0.0,2200.0,22,55,38,95,22,55,16,40,"61,25",61.25,,"7,5625"
264,200.0,80.0,160.0,40.0,20459,0.0,1.0,0.0,0.0,2400.0,29,"72,5",36,90,18,45,17,"42,5","62,5",62.5,,"2,25"
265,200.0,80.0,160.0,40.0,20758,0.0,1.0,0.0,0.0,2600.0,26,65,38,95,19,"47,5",14,35,"60,625",60.625,,"11,390625"
266,200.0,80.0,160.0,40.0,20568,0.0,1.0,0.0,0.0,2800.0,23,"57,5",38,95,26,65,14,35,"63,125",63.125,,"0,765625"
267,200.0,80.0,160.0,40.0,19978,0.0,1.0,0.0,0.0,3000.0,23,"57,5",39,"97,5",25,"62,5",23,"57,5","68,75",68.75,,"22,5625"
268,200.0,80.0,160.0,40.0,19771,0.0,1.0,0.0,0.0,3200.0,20,50,36,90,19,"47,5",19,"47,5","58,75",58.75,,"27,5625"
269,200.0,80.0,160.0,40.0,21744,0.0,1.0,0.0,0.0,3400.0,21,"52,5",39,"97,5",21,"52,5",28,70,"68,125",68.125,,"17,015625"
270,200.0,80.0,160.0,40.0,19921,0.0,1.0,0.0,0.0,3600.0,30,75,38,95,26,65,22,55,"72,5",72.5,,"72,25"
271,200.0,80.0,160.0,40.0,19986,0.0,1.0,0.0,0.0,3800.0,21,"52,5",35,"87,5",12,30,18,45,"53,75",53.75,"5,136420203","105,0625"
272,200.0,80.0,160.0,40.0,"20415,3",20415.3,,,,,"23,9","59,75","36,7","91,75","21,7","54,25","20,1","50,25",64,64,,
273,200.0,80.0,160.0,40.0,13875,0.0,1.0,0.0,1.0,0.0,25,"62,5",38,95,16,40,17,"42,5",60,60,"60,64.375,66.25,67.5,63.125,73.75,68.125,62.5,63.75,60,71.875,61.25,63.75,62.5,65.625,70,59.375,68.125,71.25,55","24,07128906"
274,200.0,80.0,160.0,40.0,14711,0.0,1.0,0.0,1.0,200.0,25,"62,5",34,85,22,55,22,55,"64,375",64.375,,"0,2822265625"
275,200.0,80.0,160.0,40.0,14241,0.0,1.0,0.0,1.0,400.0,28,70,34,85,24,60,20,50,"66,25",66.25,,"1,805664063"
276,200.0,80.0,160.0,40.0,14797,0.0,1.0,0.0,1.0,600.0,26,65,35,"87,5",22,55,25,"62,5","67,5",67.5,,"6,727539063"
277,200.0,80.0,160.0,40.0,14685,0.0,1.0,0.0,1.0,800.0,22,55,36,90,23,"57,5",20,50,"63,125",63.125,,"3,172851562"
278,200.0,80.0,160.0,40.0,14617,0.0,1.0,0.0,1.0,1000.0,24,60,34,85,32,80,28,70,"73,75",73.75,,"78,21191406"
279,200.0,80.0,160.0,40.0,13882,0.0,1.0,0.0,1.0,1200.0,27,"67,5",39,"97,5",24,60,19,"47,5","68,125",68.125,,"10,36035156"
280,200.0,80.0,160.0,40.0,14467,0.0,1.0,0.0,1.0,1400.0,20,50,32,80,23,"57,5",25,"62,5","62,5",62.5,,"5,790039062"
281,200.0,80.0,160.0,40.0,14895,0.0,1.0,0.0,1.0,1600.0,21,"52,5",34,85,23,"57,5",24,60,"63,75",63.75,,"1,336914063"
282,200.0,80.0,160.0,40.0,14235,0.0,1.0,0.0,1.0,1800.0,26,65,36,90,19,"47,5",15,"37,5",60,60,,"24,07128906"
283,200.0,80.0,160.0,40.0,13781,0.0,1.0,0.0,1.0,2000.0,22,55,39,"97,5",25,"62,5",29,"72,5","71,875",71.875,,"48,56347656"
284,200.0,80.0,160.0,40.0,15037,0.0,1.0,0.0,1.0,2200.0,22,55,37,"92,5",24,60,15,"37,5","61,25",61.25,,"13,36816406"
285,200.0,80.0,160.0,40.0,14346,0.0,1.0,0.0,1.0,2400.0,29,"72,5",36,90,19,"47,5",18,45,"63,75",63.75,,"1,336914063"
286,200.0,80.0,160.0,40.0,14730,0.0,1.0,0.0,1.0,2600.0,26,65,37,"92,5",20,50,17,"42,5","62,5",62.5,,"5,790039062"
287,200.0,80.0,160.0,40.0,14599,0.0,1.0,0.0,1.0,2800.0,23,"57,5",38,95,26,65,18,45,"65,625",65.625,,"0,5166015625"
288,200.0,80.0,160.0,40.0,14024,0.0,1.0,0.0,1.0,3000.0,24,60,38,95,27,"67,5",23,"57,5",70,70,,"25,94628906"
289,200.0,80.0,160.0,40.0,14122,0.0,1.0,0.0,1.0,3200.0,21,"52,5",34,85,19,"47,5",21,"52,5","59,375",59.375,,"30,59472656"
290,200.0,80.0,160.0,40.0,15383,0.0,1.0,0.0,1.0,3400.0,21,"52,5",39,"97,5",22,55,27,"67,5","68,125",68.125,,"10,36035156"
291,200.0,80.0,160.0,40.0,14045,0.0,1.0,0.0,1.0,3600.0,29,"72,5",38,95,26,65,21,"52,5","71,25",71.25,,"40,24316406"
292,200.0,80.0,160.0,40.0,14103,0.0,1.0,0.0,1.0,3800.0,22,55,34,85,13,"32,5",19,"47,5",55,55,"4,640493475","98,13378906"
293,200.0,80.0,160.0,40.0,"14428,75",14428.75,,,,,"24,15","60,375","36,1","90,25","22,45","56,125","21,15","52,875","64,90625",64.90625,,
294,200.0,80.0,160.0,40.0,9247,1.0,1.0,0.0,0.0,0.0,25,"62,5",38,95,15,"37,5",13,"32,5","56,875",56.875,"56.875,65,66.875,65.625,61.25,66.875,63.125,59.375,58.125,58.75,66.25,63.75,61.25,60.625,61.25,67.5,58.125,68.125,68.75,52.5","31,640625"
295,200.0,80.0,160.0,40.0,10075,1.0,1.0,0.0,0.0,200.0,27,"67,5",35,"87,5",22,55,20,50,65,65,,"6,25"
296,200.0,80.0,160.0,40.0,9380,1.0,1.0,0.0,0.0,400.0,28,70,35,"87,5",22,55,22,55,"66,875",66.875,,"19,140625"
297,200.0,80.0,160.0,40.0,9802,1.0,1.0,0.0,0.0,600.0,26,65,35,"87,5",21,"52,5",23,"57,5","65,625",65.625,,"9,765625"
298,200.0,80.0,160.0,40.0,9830,1.0,1.0,0.0,0.0,800.0,21,"52,5",39,"97,5",19,"47,5",19,"47,5","61,25",61.25,,"1,5625"
299,200.0,80.0,160.0,40.0,10230,1.0,1.0,0.0,0.0,1000.0,22,55,37,"92,5",23,"57,5",25,"62,5","66,875",66.875,,"19,140625"
300,200.0,80.0,160.0,40.0,9544,1.0,1.0,0.0,0.0,1200.0,24,60,39,"97,5",23,"57,5",15,"37,5","63,125",63.125,,"0,390625"
301,200.0,80.0,160.0,40.0,9918,1.0,1.0,0.0,0.0,1400.0,17,"42,5",33,"82,5",22,55,23,"57,5","59,375",59.375,,"9,765625"
302,200.0,80.0,160.0,40.0,9953,1.0,1.0,0.0,0.0,1600.0,17,"42,5",34,85,23,"57,5",19,"47,5","58,125",58.125,,"19,140625"
303,200.0,80.0,160.0,40.0,9486,1.0,1.0,0.0,0.0,1800.0,25,"62,5",37,"92,5",19,"47,5",13,"32,5","58,75",58.75,,"14,0625"
304,200.0,80.0,160.0,40.0,9322,1.0,1.0,0.0,0.0,2000.0,21,"52,5",39,"97,5",23,"57,5",23,"57,5","66,25",66.25,,"14,0625"
305,200.0,80.0,160.0,40.0,9889,1.0,1.0,0.0,0.0,2200.0,22,55,38,95,25,"62,5",17,"42,5","63,75",63.75,,"1,5625"
306,200.0,80.0,160.0,40.0,9790,1.0,1.0,0.0,0.0,2400.0,26,65,36,90,20,50,16,40,"61,25",61.25,,"1,5625"
307,200.0,80.0,160.0,40.0,9752,1.0,1.0,0.0,0.0,2600.0,26,65,38,95,19,"47,5",14,35,"60,625",60.625,,"3,515625"
308,200.0,80.0,160.0,40.0,9583,1.0,1.0,0.0,0.0,2800.0,20,50,39,"97,5",26,65,13,"32,5","61,25",61.25,,"1,5625"
309,200.0,80.0,160.0,40.0,9561,1.0,1.0,0.0,0.0,3000.0,22,55,38,95,25,"62,5",23,"57,5","67,5",67.5,,25
310,200.0,80.0,160.0,40.0,9215,1.0,1.0,0.0,0.0,3200.0,20,50,35,"87,5",18,45,20,50,"58,125",58.125,,"19,140625"
311,200.0,80.0,160.0,40.0,10251,1.0,1.0,0.0,0.0,3400.0,23,"57,5",39,"97,5",20,50,27,"67,5","68,125",68.125,,"31,640625"
312,200.0,80.0,160.0,40.0,9368,1.0,1.0,0.0,0.0,3600.0,28,70,38,95,23,"57,5",21,"52,5","68,75",68.75,,"39,0625"
313,200.0,80.0,160.0,40.0,9503,1.0,1.0,0.0,0.0,3800.0,20,50,35,"87,5",12,30,17,"42,5","52,5",52.5,"4,289339984",100
314,200.0,80.0,160.0,40.0,"9684,95",9684.95,,,,,23,"57,5","36,85","92,125",21,"52,5","19,15","47,875","62,5",62.5,,
315,200.0,80.0,160.0,40.0,6537,1.0,1.0,0.0,1.0,0.0,24,60,38,95,16,40,18,45,60,60,"60,63.75,66.25,66.875,61.875,69.375,65.625,58.75,60.625,61.875,68.125,64.375,63.125,60.625,65,70,60.625,68.125,70.625,52.5","15,25878906"
316,200.0,80.0,160.0,40.0,7250,1.0,1.0,0.0,1.0,200.0,22,55,35,"87,5",23,"57,5",22,55,"63,75",63.75,,"0,0244140625"
317,200.0,80.0,160.0,40.0,6596,1.0,1.0,0.0,1.0,400.0,28,70,33,"82,5",23,"57,5",22,55,"66,25",66.25,,"5,493164063"
318,200.0,80.0,160.0,40.0,6964,1.0,1.0,0.0,1.0,600.0,26,65,35,"87,5",20,50,26,65,"66,875",66.875,,"8,813476563"
319,200.0,80.0,160.0,40.0,6954,1.0,1.0,0.0,1.0,800.0,20,50,37,"92,5",21,"52,5",21,"52,5","61,875",61.875,,"4,125976562"
320,200.0,80.0,160.0,40.0,7291,1.0,1.0,0.0,1.0,1000.0,22,55,38,95,26,65,25,"62,5","69,375",69.375,,"29,90722656"
321,200.0,80.0,160.0,40.0,6715,1.0,1.0,0.0,1.0,1200.0,25,"62,5",38,95,24,60,18,45,"65,625",65.625,,"2,954101563"
322,200.0,80.0,160.0,40.0,7004,1.0,1.0,0.0,1.0,1400.0,19,"47,5",32,80,22,55,21,"52,5","58,75",58.75,,"26,58691406"
323,200.0,80.0,160.0,40.0,7031,1.0,1.0,0.0,1.0,1600.0,18,45,33,"82,5",21,"52,5",25,"62,5","60,625",60.625,,"10,76660156"
324,200.0,80.0,160.0,40.0,6688,1.0,1.0,0.0,1.0,1800.0,28,70,37,"92,5",18,45,16,40,"61,875",61.875,,"4,125976562"
325,200.0,80.0,160.0,40.0,6586,1.0,1.0,0.0,1.0,2000.0,21,"52,5",39,"97,5",24,60,25,"62,5","68,125",68.125,,"17,79785156"
326,200.0,80.0,160.0,40.0,6954,1.0,1.0,0.0,1.0,2200.0,23,"57,5",38,95,26,65,16,40,"64,375",64.375,,"0,2197265625"
327,200.0,80.0,160.0,40.0,6884,1.0,1.0,0.0,1.0,2400.0,28,70,33,"82,5",22,55,18,45,"63,125",63.125,,"0,6103515625"
328,200.0,80.0,160.0,40.0,6934,1.0,1.0,0.0,1.0,2600.0,26,65,37,"92,5",19,"47,5",15,"37,5","60,625",60.625,,"10,76660156"
329,200.0,80.0,160.0,40.0,6783,1.0,1.0,0.0,1.0,2800.0,22,55,38,95,26,65,18,45,65,65,,"1,196289063"
330,200.0,80.0,160.0,40.0,6736,1.0,1.0,0.0,1.0,3000.0,25,"62,5",38,95,24,60,25,"62,5",70,70,,"37,13378906"
331,200.0,80.0,160.0,40.0,6601,1.0,1.0,0.0,1.0,3200.0,20,50,34,85,20,50,23,"57,5","60,625",60.625,,"10,76660156"
332,200.0,80.0,160.0,40.0,7252,1.0,1.0,0.0,1.0,3400.0,21,"52,5",40,100,20,50,28,70,"68,125",68.125,,"17,79785156"
333,200.0,80.0,160.0,40.0,6689,1.0,1.0,0.0,1.0,3600.0,27,"67,5",37,"92,5",26,65,23,"57,5","70,625",70.625,,"45,14160156"
334,200.0,80.0,160.0,40.0,6715,1.0,1.0,0.0,1.0,3800.0,20,50,34,85,12,30,18,45,"52,5",52.5,"4,356545901","130,1025391"
335,200.0,80.0,160.0,40.0,"6858,2",6858.2,,,,,"23,25","58,125","36,2","90,5","21,65","54,125","21,15","52,875","63,90625",63.90625,,
336,400.0,80.0,320.0,80.0,28806,0.0,1.0,0.0,0.0,0.0,56,70,73,"91,25",50,"62,5",39,"48,75","68,125",68.125,"68.125,66.25,62.5,61.875,63.125,65.625,62.8125,69.375,71.5625,56.25,70.3125,73.125,67.5,71.5625,67.5,72.5,70,65.3125,64.6875,68.75","1,41015625"
337,400.0,80.0,320.0,80.0,29644,0.0,1.0,0.0,0.0,400.0,44,55,71,"88,75",47,"58,75",50,"62,5","66,25",66.25,,"0,47265625"
338,400.0,80.0,320.0,80.0,29648,0.0,1.0,0.0,0.0,800.0,54,"67,5",77,"96,25",36,45,33,"41,25","62,5",62.5,,"19,69140625"
339,400.0,80.0,320.0,80.0,29073,0.0,1.0,0.0,0.0,1200.0,44,55,74,"92,5",48,60,32,40,"61,875",61.875,,"25,62890625"
340,400.0,80.0,320.0,80.0,30068,0.0,1.0,0.0,0.0,1600.0,50,"62,5",73,"91,25",46,"57,5",33,"41,25","63,125",63.125,,"14,53515625"
341,400.0,80.0,320.0,80.0,29534,0.0,1.0,0.0,0.0,2000.0,43,"53,75",77,"96,25",47,"58,75",43,"53,75","65,625",65.625,,"1,72265625"
342,400.0,80.0,320.0,80.0,29454,0.0,1.0,0.0,0.0,2400.0,52,65,73,"91,25",41,"51,25",35,"43,75","62,8125",62.8125,,"17,015625"
343,400.0,80.0,320.0,80.0,29123,0.0,1.0,0.0,0.0,2800.0,51,"63,75",75,"93,75",51,"63,75",45,"56,25","69,375",69.375,,"5,94140625"
344,400.0,80.0,320.0,80.0,29500,0.0,1.0,0.0,0.0,3200.0,58,"72,5",76,95,42,"52,5",53,"66,25","71,5625",71.5625,,"21,390625"
345,400.0,80.0,320.0,80.0,28058,0.0,1.0,0.0,0.0,3600.0,46,"57,5",61,"76,25",36,45,37,"46,25","56,25",56.25,,"114,2226563"
346,400.0,80.0,320.0,80.0,29621,0.0,1.0,0.0,0.0,4000.0,43,"53,75",75,"93,75",55,"68,75",52,65,"70,3125",70.3125,,"11,390625"
347,400.0,80.0,320.0,80.0,30217,0.0,1.0,0.0,0.0,4400.0,57,"71,25",73,"91,25",53,"66,25",51,"63,75","73,125",73.125,,"38,28515625"
348,400.0,80.0,320.0,80.0,28776,0.0,1.0,0.0,0.0,4800.0,44,55,71,"88,75",55,"68,75",46,"57,5","67,5",67.5,,"0,31640625"
349,400.0,80.0,320.0,80.0,29244,0.0,1.0,0.0,0.0,5200.0,56,70,76,95,48,60,49,"61,25","71,5625",71.5625,,"21,390625"
350,400.0,80.0,320.0,80.0,30002,0.0,1.0,0.0,0.0,5600.0,48,60,78,"97,5",46,"57,5",44,55,"67,5",67.5,,"0,31640625"
351,400.0,80.0,320.0,80.0,28367,0.0,1.0,0.0,0.0,6000.0,58,"72,5",75,"93,75",45,"56,25",54,"67,5","72,5",72.5,,"30,94140625"
